,slab,eta,pH,dict_ads,R_CO(g),R_CH2O(g),R_CH3OH(l),R_CH4(g)
40,Al1Cu3,-1.0,5,"{'*CO': 0.9504012086153758, '*CHO': 1.9551170576937683e-05, '*COH': 5.914705433309916e-08, '*CH2O': 1.017091057644517e-06, '*CHOH': 1.1767241823602323e-14, '*C': 2.001993811496616e-08, '*CH3O': 4.351373250241997e-05, '*CH2OH': 2.4322934075722975e-09, '*CH': 3.2714951549437163e-07, '*O': 1.4163562331247044e-09, '*CH3OH': 7.516891272724264e-09, '*CH2': 1.1972324585397588e-05, '*OH': 1.1262666588975345e-07, '*CH3': 0.049522203385308064, '*H2O': 1.644079822357547e-09, '*CH4': 8.612787092718231e-10}",-5376.639368675861,3.6207320951496676e-05,0.001370159783646645,5376.638027054375
41,Al1Cu3,-1.0,6,"{'*CO': 0.9627741612027253, '*CHO': 1.4911620976661132e-05, '*COH': 3.4645164081604983e-08, '*CH2O': 7.456128015185326e-07, '*CHOH': 3.5180524436723964e-15, '*C': 9.97194702606385e-09, '*CH3O': 4.4627611366362305e-05, '*CH2OH': 1.1431899260611419e-09, '*CH': 1.918053899681088e-07, '*O': 1.3009147478967286e-09, '*CH3OH': 4.885545276145959e-09, '*CH2': 7.594049010164081e-06, '*OH': 1.2754818520409696e-07, '*CH3': 0.03715758738695176, '*H2O': 5.939281825326454e-10, '*CH4': 3.094005578062489e-10}",-1934.8092956830576,2.654299416676386e-05,0.0008905247416375109,1934.8082795385315
42,Al1Cu3,-0.9,0,"{'*CO': 0.898099814401285, '*CHO': 4.3741744847733344e-05, '*COH': 3.554846540306289e-07, '*CH2O': 2.5465431591181463e-06, '*CHOH': 5.535446265108799e-13, '*C': 1.897018381476786e-07, '*CH3O': 3.971199069825373e-05, '*CH2OH': 2.5057552667321154e-08, '*CH': 1.8438491784114241e-06, '*O': 2.118664705277957e-09, '*CH3OH': 3.086112666834112e-08, '*CH2': 4.6088281694046564e-05, '*OH': 8.782742089590063e-08, '*CH3': 0.10176548287149738, '*H2O': 3.855378194509415e-08, '*CH4': 2.0335095920571736e-08}",-126584.4128093639,9.065413050878972e-05,0.005625287516452424,126584.40681754185
43,Al1Cu3,-0.9,1,"{'*CO': 0.9140664109663218, '*CHO': 3.645398391844959e-05, '*COH': 2.0572707635771783e-07, '*CH2O': 2.0507888510782496e-06, '*CHOH': 1.8857958193333724e-13, '*C': 9.693181367336854e-08, '*CH3O': 4.2665802010530117e-05, '*CH2OH': 1.3298456564616105e-08, '*CH': 1.0985781896076628e-06, '*O': 1.920707592455672e-09, '*CH3OH': 2.1080899576615194e-08, '*CH2': 3.22079990492384e-05, '*OH': 9.609682286367941e-08, '*CH3': 0.08581864417900113, '*H2O': 1.5886320175758354e-08, '*CH4': 8.368817881045752e-09}",-52125.77078789531,7.300582339864957e-05,0.0038425726480547516,52125.76675896812
44,Al1Cu3,-0.9,2,"{'*CO': 0.9319256080011836, '*CHO': 2.787412025529597e-05, '*COH': 1.1982208836766233e-07, '*CH2O': 1.517211770473645e-06, '*CHOH': 5.692646457094468e-14, '*C': 4.928869595429615e-08, '*CH3O': 4.272484888426453e-05, '*CH2OH': 6.4226936523197095e-09, '*CH': 6.53294509278582e-07, '*O': 1.6518420898613378e-09, '*CH3OH': 1.3402040712472527e-08, '*CH2': 2.1199935093178997e-05, '*OH': 1.0058060762195764e-07, '*CH3': 0.06798011900680025, '*H2O': 6.0443678912568325e-09, '*CH4': 3.1787134331239562e-09}",-19813.778936306415,5.4011067260929345e-05,0.0024428898246348866,19813.776218439605
45,Al1Cu3,-0.9,3,"{'*CO': 0.9464779900087683, '*CHO': 2.1266542955668188e-05, '*COH': 6.986988884107703e-08, '*CH2O': 1.1187709948519394e-06, '*CHOH': 1.7036722251446762e-14, '*C': 2.480893739483538e-08, '*CH3O': 4.3261500868558906e-05, '*CH2OH': 3.0658729691487394e-09, '*CH': 3.8566265782581353e-07, '*O': 1.4625049137556175e-09, '*CH3OH': 8.606336534985922e-09, '*CH2': 1.3739665814951516e-05, '*OH': 1.0909214027619356e-07, '*CH3': 0.053442016336719675, '*H2O': 2.244688408246533e-09, '*CH4': 1.177285054640831e-09}",-7346.258575485658,3.982701467815602e-05,0.0015687410894920212,7346.256759321848
46,Al1Cu3,-0.9,4,"{'*CO': 0.959741567922359, '*CHO': 1.622718457389095e-05, '*COH': 4.089595291047575e-08, '*CH2O': 8.219582479433209e-07, '*CHOH': 5.1235453116014045e-15, '*C': 1.2392159674865828e-08, '*CH3O': 4.427218041033643e-05, '*CH2OH': 1.4472669892514298e-09, '*CH': 2.265589784228618e-07, '*O': 1.3327631238231931e-09, '*CH3OH': 5.582085985693792e-09, '*CH2': 8.766455713854042e-06, '*OH': 1.2241207229238833e-07, '*CH3': 0.040187932005198025, '*H2O': 8.16305208949636e-10, '*CH4': 4.261498086151538e-10}",-2663.2858776828502,2.926080793684003e-05,0.001017488406970568,2663.2847029990576
47,Al1Cu3,-0.9,5,"{'*CO': 0.9697495633030393, '*CHO': 1.2359690350200936e-05, '*COH': 2.3987283628816103e-08, '*CH2O': 5.987892182952143e-07, '*CHOH': 1.5226188046124148e-15, '*C': 6.1321497867890386e-09, '*CH3O': 4.556049695013592e-05, '*CH2OH': 6.728878926469194e-10, '*CH': 1.3220251589807253e-07, '*O': 1.2441041488704406e-09, '*CH3OH': 3.6399314190275764e-09, '*CH2': 5.480831711810575e-06, '*OH': 1.4126185745426964e-07, '*CH3': 0.030186127154043948, '*H2O': 2.9076029611459094e-10, '*CH4': 1.5044577687407868e-10}",-942.3164593023968,2.131623638430237e-05,0.0006634774223328578,942.3152557111691
48,Al1Cu3,-0.9,6,"{'*CO': 0.9767440118027104, '*CHO': 9.400774022272713e-06, '*COH': 1.4107710669098274e-08, '*CH2O': 4.31426841389131e-07, '*CHOH': 4.521932184550208e-16, '*C': 3.0078145451519676e-09, '*CH3O': 4.697754510507523e-05, '*CH2OH': 3.075558349866493e-10, '*CH': 7.666442267118736e-08, '*O': 1.2322280809806962e-09, '*CH3OH': 2.378387190764387e-09, '*CH2': 3.3495140924146728e-06, '*OH': 1.733789016703706e-07, '*CH3': 0.02319555765284416, '*H2O': 1.0211733929603539e-10, '*CH4': 5.1778974956873986e-11}",-325.4873152491062,1.5358320177785243e-05,0.0004335263555760657,325.4870400303395
49,Al1Cu3,-0.8,0,"{'*CO': 0.9267713233965923, '*CHO': 3.0297526854711423e-05, '*COH': 1.4164321078829647e-07, '*CH2O': 1.666054648783542e-06, '*CHOH': 8.257532824092007e-14, '*C': 6.084004990485727e-08, '*CH3O': 4.2652272943396066e-05, '*CH2OH': 8.056011445125854e-09, '*CH': 7.679999706299264e-07, '*O': 1.7253136877395913e-09, '*CH3OH': 1.5402432621119175e-08, '*CH2': 2.4169352322307832e-05, '*OH': 9.877875006310592e-08, '*CH3': 0.07312878015910652, '*H2O': 8.174391850671657e-09, '*CH4': 4.301505177814594e-09}",-26805.39183991141,5.930970972347529e-05,0.002807516163545128,26805.388890512866
50,Al1Cu3,-0.8,1,"{'*CO': 0.9422945587543269, '*CHO': 2.3129393331473405e-05, '*COH': 8.255480140059635e-08, '*CH2O': 1.230012584071979e-06, '*CHOH': 2.477283266347508e-14, '*C': 3.071661869128215e-08, '*CH3O': 4.3052631863046105e-05, '*CH2OH': 3.859824247834418e-09, '*CH': 4.5436359671244886e-07, '*O': 1.5015410679919417e-09, '*CH3OH': 9.862674149565204e-09, '*CH2': 1.574206652418294e-05, '*OH': 1.0515941199817805e-07, '*CH3': 0.05762159284631883, '*H2O': 3.0579978900918277e-09, '*CH4': 1.605530007062791e-09}",-10014.415409594807,4.37870926807809e-05,0.0017977431079760839,10014.41388634518
51,Al1Cu3,-0.8,2,"{'*CO': 0.9564876462135795, '*CHO': 1.7657500690441995e-05, '*COH': 4.828899808594287e-08, '*CH2O': 9.054734816281764e-07, '*CHOH': 7.431229059281331e-15, '*C': 1.5387437921400297e-08, '*CH3O': 4.394749763925574e-05, '*CH2OH': 1.8297393384816505e-09, '*CH': 2.6746377019666586e-07, '*O': 1.3686790180914307e-09, '*CH3OH': 6.3818339411733365e-09, '*CH2': 1.0101165320812125e-05, '*OH': 1.1781024396884231e-07, '*CH3': 0.04343928132332736, '*H2O': 1.1197977864721591e-09, '*CH4': 5.856056567565567e-10}",-3657.856937460823,3.223385823321151e-05,0.0011632644260581191,3657.8556124645843
52,Al1Cu3,-0.8,3,"{'*CO': 0.9672268995913528, '*CHO': 1.3452437029530907e-05, '*COH': 2.829578361322603e-08, '*CH2O': 6.613694773845083e-07, '*CHOH': 2.217977208560037e-15, '*C': 7.633966619838822e-09, '*CH3O': 4.514959727628727e-05, '*CH2OH': 8.54667127131144e-10, '*CH': 1.5634607727573882e-07, '*O': 1.2681597677041361e-09, '*CH3OH': 4.1545223299760036e-09, '*CH2': 6.35512873196898e-06, '*OH': 1.3479262708042777e-07, '*CH3': 0.032707147709976264, '*H2O': 4.011594701899563e-10, '*CH4': 2.0828862342241288e-10}",-1303.6072123638369,2.3544024652661945e-05,0.0007572757420943855,1303.6065789293075
53,Al1Cu3,-0.8,4,"{'*CO': 0.9747574861650486, '*CHO': 1.0232030718413822e-05, '*COH': 1.6620408535937042e-08, '*CH2O': 4.780912327754142e-07, '*CHOH': 6.584256002895719e-16, '*C': 3.753044008718866e-09, '*CH3O': 4.651299528461828e-05, '*CH2OH': 3.9264000217248586e-10, '*CH': 9.080127552036445e-08, '*O': 1.2472510026947221e-09, '*CH3OH': 2.7120558098288547e-09, '*CH2': 3.9108168310858236e-06, '*OH': 1.6412841548430244e-07, '*CH3': 0.02518109995819919, '*H2O': 1.413094171655322e-10, '*CH4': 7.222053547339072e-11}",-453.46241288208495,1.7019521093111685e-05,0.0004943466210714525,453.4619901243228
54,Al1Cu3,-0.8,5,"{'*CO': 0.9806664178772367, '*CHO': 7.78336914924066e-06, '*COH': 9.80464564550968e-09, '*CH2O': 3.416683312415758e-07, '*CHOH': 1.9587274829245497e-16, '*C': 1.8317878618495772e-09, '*CH3O': 4.805456227798106e-05, '*CH2OH': 1.7732815444313363e-10, '*CH': 5.2487546176853446e-08, '*O': 1.1978589641112237e-09, '*CH3OH': 1.7760756735525007e-09, '*CH2': 2.351590237324083e-06, '*OH': 1.9584451835900834e-07, '*CH3': 0.019274787713057077, '*H2O': 4.959123492729628e-11, '*CH4': 2.4458280308569424e-11}",-154.2025631644915,1.2163016118611635e-05,0.00032373854726953027,154.20250243919764
55,Al1Cu3,-0.8,6,"{'*CO': 0.9852984569498482, '*CHO': 5.929109996802521e-06, '*COH': 5.810659140903406e-09, '*CH2O': 2.409146408621101e-07, '*CHOH': 5.856100006307006e-17, '*C': 8.878656321998763e-10, '*CH3O': 4.955124682841076e-05, '*CH2OH': 7.861682929027714e-11, '*CH': 3.0204618566612706e-08, '*O': 1.2285602283712098e-09, '*CH3OH': 1.1616254119650578e-09, '*CH2': 1.3789339985493721e-06, '*OH': 2.499013264286061e-07, '*CH3': 0.0146441535360407, '*H2O': 1.7961503648221357e-11, '*CH4': 8.076580216605085e-12}",-51.26965131073723,8.576295758425302e-06,0.00021173811957501655,51.269663441289175
56,Al1Cu3,-0.7,0,"{'*CO': 0.952999064803261, '*CHO': 1.921212031614748e-05, '*COH': 5.703419979215846e-08, '*CH2O': 9.968319188859212e-07, '*CHOH': 1.0816629104108734e-14, '*C': 1.909095722027115e-08, '*CH3O': 4.365627332076583e-05, '*CH2OH': 2.3102616241621384e-09, '*CH': 3.1557522281156255e-07, '*O': 1.4090479419637745e-09, '*CH3OH': 7.301103018096757e-09, '*CH2': 1.1618354827309129e-05, '*OH': 1.1370914893678804e-07, '*CH3': 0.04692493204259092, '*H2O': 1.5330391934490946e-09, '*CH4': 8.028704719910356e-10}",-5012.536806666298,3.54861179345985e-05,0.0013308264505509865,5012.53499097924
57,Al1Cu3,-0.7,1,"{'*CO': 0.9634561679158984, '*CHO': 1.4625239025085858e-05, '*COH': 3.335336161275912e-08, '*CH2O': 7.290529621546734e-07, '*CHOH': 3.227288263751026e-15, '*C': 9.486059140448325e-09, '*CH3O': 4.471395112932204e-05, '*CH2OH': 1.082771066645401e-09, '*CH': 1.8460394916621672e-07, '*O': 1.294166182235494e-09, '*CH3OH': 4.738847989653661e-09, '*CH2': 7.346108416669303e-06, '*OH': 1.2880817120956644e-07, '*CH3': 0.036476053235448135, '*H2O': 5.519969831459968e-10, '*CH4': 2.8739797063244075e-10}",-1797.4836196080514,2.5953482132176648e-05,0.0008637851341283297,1797.4829373187094
58,Al1Cu3,-0.7,2,"{'*CO': 0.9726077405452965, '*CHO': 1.1136815102982873e-05, '*COH': 1.9588590929459718e-08, '*CH2O': 5.292159232031871e-07, '*CHOH': 9.589032133736363e-16, '*C': 4.6796352352822375e-09, '*CH3O': 4.6094205170523863e-05, '*CH2OH': 5.004373942929352e-10, '*CH': 1.0749576108539697e-07, '*O': 1.2188255493267962e-09, '*CH3OH': 3.095400056202702e-09, '*CH2': 4.556013595016213e-06, '*OH': 1.5015415344153785e-07, '*CH3': 0.027329656073646177, '*H2O': 1.9538578696028578e-10, '*CH4': 1.005351704398082e-10}",-630.3790285379238,1.883950373965193e-05,0.0005642216333095129,630.3781271243415
59,Al1Cu3,-0.7,3,"{'*CO': 0.978990073806815, '*CHO': 8.47103712196924e-06, '*COH': 1.1539693880850502e-08, '*CH2O': 3.7964088824663055e-07, '*CHOH': 2.850105385550326e-16, '*C': 2.289062970135269e-09, '*CH3O': 4.756224387925227e-05, '*CH2OH': 2.2725257340725524e-10, '*CH': 6.222603440791003e-08, '*O': 1.217196978303291e-09, '*CH3OH': 2.024300087454226e-09, '*CH2': 2.7599106287577845e-06, '*OH': 1.8601238959342013e-07, '*CH3': 0.020950487686107026, '*H2O': 6.851818121698908e-11, '*CH4': 3.4286071510306285e-11}",-215.87145883572902,1.3514797307225286e-05,0.00036898426081091317,215.87091320865562
60,Al1Cu3,-0.7,4,"{'*CO': 0.9839884543140254, '*CHO': 6.445904430981664e-06, '*COH': 6.829289475077644e-09, '*CH2O': 2.688553740659007e-07, '*CHOH': 8.501416332630604e-17, '*C': 1.111920456294522e-09, '*CH3O': 4.907785506075751e-05, '*CH2OH': 1.0134336087703096e-10, '*CH': 3.58594835442972e-08, '*O': 1.2311745840460292e-09, '*CH3OH': 1.3245910178302513e-09, '*CH2': 1.6313259473591597e-06, '*OH': 2.3397639281155709e-07, '*CH3': 0.01595384126240672, '*H2O': 2.4432753811177856e-11, '*CH4': 1.1410598145749148e-11}",-72.27572014349317,9.57095507346509e-06,0.0002414430748780582,72.27572738707694
61,Al1Cu3,-0.7,5,"{'*CO': 0.9878766712840099, '*CHO': 4.908493464922658e-06, '*COH': 4.05801407533777e-09, '*CH2O': 1.8765670284280218e-07, '*CHOH': 2.5493576533124043e-17, '*C': 5.360666183106854e-10, '*CH3O': 5.056991772944732e-05, '*CH2OH': 4.4331685625232363e-11, '*CH': 2.0559798163725958e-08, '*O': 1.2295259900206836e-09, '*CH3OH': 8.662433564475179e-10, '*CH2': 9.391439545806739e-07, '*OH': 2.911572253354581e-07, '*CH3': 0.012066405034897214, '*H2O': 9.436252385529558e-12, '*CH4': 3.705188414605247e-12}",-23.658445648725294,6.680371848184842e-06,0.00015789663130584604,23.6580721315895
62,Al1Cu3,-0.7,6,"{'*CO': 0.9908958617931468, '*CHO': 3.741622107724021e-06, '*COH': 2.4069173734206676e-09, '*CH2O': 1.2898374577805507e-07, '*CHOH': 7.694877053159914e-18, '*C': 2.550007848273851e-10, '*CH3O': 5.189731873503338e-05, '*CH2OH': 1.9014131506839725e-11, '*CH': 1.1658449896671303e-08, '*O': 1.2465331561878278e-09, '*CH3OH': 5.648405469244938e-10, '*CH2': 5.253013027371346e-07, '*OH': 3.6824735080162584e-07, '*CH3': 0.009047460574930557, '*H2O': 4.445257438684993e-12, '*CH4': 1.1716787943430697e-12}",-7.56805572780954,4.591679226565925e-06,0.00010295769534104665,7.56780562366893
63,Al1Cu3,-0.6,0,"{'*CO': 0.9703028253667844, '*CHO': 1.212170321824387e-05, '*COH': 2.3096289983329297e-08, '*CH2O': 5.852096876718701e-07, '*CHOH': 1.3967145686002872e-15, '*C': 5.830927784234414e-09, '*CH3O': 4.565788946035047e-05, '*CH2OH': 6.368249282708211e-10, '*CH': 1.2720217360183265e-07, '*O': 1.2390317475264627e-09, '*CH3OH': 3.531351325558201e-09, '*CH2': 5.29628980912007e-06, '*OH': 1.4283964278619986e-07, '*CH3': 0.02963320861339066, '*H2O': 2.7000653363989303e-10, '*CH4': 1.3957934955238137e-10}",-874.4201736988582,2.0832820056969027e-05,0.0006436857196224348,874.4192661477695
64,Al1Cu3,-0.6,1,"{'*CO': 0.9771791766500764, '*CHO': 9.219794340953656e-06, '*COH': 1.358778409883465e-08, '*CH2O': 4.2131036860048433e-07, '*CHOH': 4.148546269703058e-16, '*C': 2.8585837114234708e-09, '*CH3O': 4.7085697209172923e-05, '*CH2OH': 2.907251603682944e-10, '*CH': 7.373984286287382e-08, '*O': 1.229142811701829e-09, '*CH3OH': 2.307865640483907e-09, '*CH2': 3.2314960831838936e-06, '*OH': 1.7562757324628672e-07, '*CH3': 0.022760595218049913, '*H2O': 9.478262266166022e-11, '*CH4': 4.7957246838051945e-11}",-301.54901844999404,1.4998184893532616e-05,0.0004206718671221295,301.5485903182803
65,Al1Cu3,-0.6,2,"{'*CO': 0.9825731465667431, '*CHO': 7.0145168117404e-06, '*COH': 8.029818700725168e-09, '*CH2O': 2.9961814200792004e-07, '*CHOH': 1.2358281020004523e-16, '*C': 1.3915480020471175e-09, '*CH3O': 4.8598880440246355e-05, '*CH2OH': 1.3039798446521013e-10, '*CH': 4.255334817532723e-08, '*O': 1.235787606842573e-09, '*CH3OH': 1.5102281730529656e-09, '*CH2': 1.9250438873817635e-06, '*OH': 2.194533684076097e-07, '*CH3': 0.01736874100247454, '*H2O': 3.3475790270414095e-11, '*CH4': 1.6082374944574413e-11}",-101.66880366173184,1.0666075715674494e-05,0.00027528054241728874,101.66819234918314
66,Al1Cu3,-0.6,3,"{'*CO': 0.9867755673646046, '*CHO': 5.340083210077522e-06, '*COH': 4.766363369600184e-09, '*CH2O': 2.100971327103149e-07, '*CHOH': 3.6992167728219564e-17, '*C': 6.725801708867022e-10, '*CH3O': 5.0120736044914614e-05, '*CH2OH': 5.7387279777566624e-11, '*CH': 2.4441383222850474e-08, '*O': 1.227963435830197e-09, '*CH3OH': 9.882311020397947e-10, '*CH2': 1.1175323143828835e-06, '*OH': 2.716007520093358e-07, '*CH3': 0.01316734040780708, '*H2O': 1.248266736554524e-11, '*CH4': 5.263369836527774e-12}",-33.513777192041914,7.479226425064393e-06,0.00018013224667449567,33.51332493945786
67,Al1Cu3,-0.6,4,"{'*CO': 0.9900415251114605, '*CHO': 4.069206579004509e-06, '*COH': 2.83284095092701e-09, '*CH2O': 1.4510297253285819e-07, '*CHOH': 1.1142365235239114e-17, '*C': 3.2174557812206174e-10, '*CH3O': 5.1509920877323355e-05, '*CH2OH': 2.4764392197840415e-11, '*CH': 1.3927630384071708e-08, '*O': 1.2393578185585815e-09, '*CH3OH': 6.450657717709463e-10, '*CH2': 6.309616625947558e-07, '*OH': 3.4185814183719296e-07, '*CH3': 0.009901758836945829, '*H2O': 5.4500763481086306e-12, '*CH4': 1.6785150339044637e-12}",-10.798328507481688,5.165505937767917e-06,0.00011758094486408801,10.798019783796972
68,Al1Cu3,-0.6,5,"{'*CO': 0.992579923762045, '*CHO': 3.1045022610084417e-06, '*COH': 1.6506787156681767e-09, '*CH2O': 9.867592838453991e-08, '*CHOH': 3.3777435354312686e-18, '*C': 1.4916042342169716e-10, '*CH3O': 5.330973199392923e-05, '*CH2OH': 1.0479788161440363e-11, '*CH': 7.70930125648645e-09, '*O': 1.2840529644275765e-09, '*CH3OH': 4.191197667789037e-10, '*CH2': 3.443997197630687e-07, '*OH': 4.421062566426564e-07, '*CH3': 0.007362765593700432, '*H2O': 3.1438203689999146e-12, '*CH4': 5.199420856420209e-13}",-3.396856204243753,3.512754322587568e-06,7.639608292001966e-05,3.396724912734414
69,Al1Cu3,-0.6,6,"{'*CO': 0.9945209766210219, '*CHO': 2.3717047507894273e-06, '*COH': 8.419617368482143e-10, '*CH2O': 6.610368275242722e-08, '*CHOH': 1.0259199383438906e-18, '*C': 5.983460824554511e-11, '*CH3O': 4.853506698806225e-05, '*CH2OH': 4.3524871983252656e-12, '*CH': 3.700873720830212e-09, '*O': 1.1931247265969683e-09, '*CH3OH': 2.736209616288384e-10, '*CH2': 1.765518482259529e-07, '*OH': 5.133699288613515e-07, '*CH3': 0.005427354504193084, '*H2O': 2.400348385554961e-12, '*CH4': 1.5683713823119384e-13}",-1.0392421247174468,2.3532182684173958e-06,4.9874931535451583e-05,1.0391905733760838
70,Al1Cu3,-0.5,0,"{'*CO': 0.9810447234306099, '*CHO': 7.633761268610448e-06, '*COH': 9.445553370847917e-09, '*CH2O': 3.334489755719893e-07, '*CHOH': 1.7973262503740422e-16, '*C': 1.740332399708746e-09, '*CH3O': 4.811771566720171e-05, '*CH2OH': 1.6747668838253167e-10, '*CH': 5.0474820774547834e-08, '*O': 1.2424981142745737e-09, '*CH3OH': 1.721761977086647e-09, '*CH2': 2.266024899646121e-06, '*OH': 2.0620937367889465e-07, '*CH3': 0.018896654524012423, '*H2O': 4.60865954372941e-11, '*CH4': 2.261333170735255e-11}",-142.70580913408926,1.1870416113423862e-05,0.0003138383851015955,142.70515571248922
71,Al1Cu3,-0.5,1,"{'*CO': 0.9855849817861408, '*CHO': 5.81014970062857e-06, '*COH': 5.5995360302249255e-09, '*CH2O': 2.3487732699835243e-07, '*CHOH': 5.370962652954154e-17, '*C': 8.430983555886118e-10, '*CH3O': 4.965873425941674e-05, '*CH2OH': 7.414748872237075e-11, '*CH': 2.903628080185734e-08, '*O': 1.2282332316786193e-09, '*CH3OH': 1.1271278242499275e-09, '*CH2': 1.3262842283957436e-06, '*OH': 2.5376690699073646e-07, '*CH3': 0.014357696460086502, '*H2O': 1.675922880718726e-11, '*CH4': 7.458339976461308e-12}",-47.37009113628317,8.361374037201799e-06,0.0002054499872068383,47.370517621167
72,Al1Cu3,-0.5,2,"{'*CO': 0.9891172649094849, '*CHO': 4.425979933466242e-06, '*COH': 3.3294832579940684e-09, '*CH2O': 1.6299355574220088e-07, '*CHOH': 1.6144785206856296e-17, '*C': 4.049437560121169e-10, '*CH3O': 5.110008814711796e-05, '*CH2OH': 3.2193064001163596e-11, '*CH': 1.660052811207871e-08, '*O': 1.2338812724126385e-09, '*CH3OH': 7.364128390653011e-10, '*CH2': 7.555207286089949e-07, '*OH': 3.1781598460440265e-07, '*CH3': 0.01082595034189354, '*H2O': 6.869847047979487e-12, '*CH4': 2.398099690653717e-12}",-15.371962132601407,5.802390986949551e-06,0.0001342314554834106,15.371923940284773
73,Al1Cu3,-0.5,3,"{'*CO': 0.9918584909586575, '*CHO': 3.3753513023009153e-06, '*COH': 1.9619211611915417e-09, '*CH2O': 1.1137230733397748e-07, '*CHOH': 4.885242150971356e-18, '*C': 1.905278646171438e-10, '*CH3O': 5.235579222520626e-05, '*CH2OH': 1.3705275913891433e-11, '*CH': 9.319031994911422e-09, '*O': 1.2580624985498195e-09, '*CH3OH': 4.79470914110035e-10, '*CH2': 4.1729571331988297e-07, '*OH': 4.0439693880745e-07, '*CH3': 0.008084831603905813, '*H2O': 3.6047972327358437e-12, '*CH4': 7.501925541693778e-13}",-4.872955036702987,3.964731423446892e-06,8.73967362446328e-05,4.872713334360729
74,Al1Cu3,-0.5,4,"{'*CO': 0.9939600072546313, '*CHO': 2.5774834983331376e-06, '*COH': 1.069003128150625e-09, '*CH2O': 7.494905019452182e-08, '*CHOH': 1.484309420761822e-18, '*C': 8.193750317994897e-11, '*CH3O': 4.8300722369798535e-05, '*CH2OH': 5.72446502508525e-12, '*CH': 4.79269448986674e-09, '*O': 1.1774471728333071e-09, '*CH3OH': 3.1306804846786886e-10, '*CH2': 2.1942069186822527e-07, '*OH': 4.7287646159912065e-07, '*CH3': 0.005988339849312207, '*H2O': 2.54649164329382e-12, '*CH4': 2.286424875544231e-13}",-1.5038063065108114,2.6681036029237725e-06,5.706524598964324e-05,1.5045562252511349
75,Al1Cu3,-0.5,5,"{'*CO': 0.9956235494755242, '*CHO': 1.9710975545500457e-06, '*COH': 4.073252004767826e-10, '*CH2O': 4.9722789926130555e-08, '*CHOH': 4.492483584764174e-19, '*C': 2.4358060860305133e-11, '*CH3O': 4.8942310116705895e-05, '*CH2OH': 2.3488570164217304e-12, '*CH': 1.7076737686080488e-09, '*O': 1.234227311885899e-09, '*CH3OH': 2.0236111677340845e-10, '*CH2': 1.0377634721587544e-07, '*OH': 6.192473946897798e-07, '*CH3': 0.004324760788529459, '*H2O': 2.2149704032081473e-12, '*CH4': 6.674234625864795e-14}",-0.45096731220597164,1.770076533391848e-06,3.688586862801063e-05,0.45062480483040945
